InvoiceNo,StockCode,Description,Quantity,UnitPrice,importe_linea,CustomerID,Country,mes_compra,dia_semana,alto_valor_transaccion
537638,21167,WHITE SAGE INCENSE,1,0.43,0.43,SIN_CLIENTE,UNITED KINGDOM,12,1,0
572552,21908,CHOCOLATE THIS WAY METAL SIGN,2,4.13,8.26,14096,UNITED KINGDOM,10,0,0
544684,22023,EMPIRE BIRTHDAY CARD,3,0.83,2.4899999999999998,SIN_CLIENTE,UNITED KINGDOM,2,1,0
549099,84406B,CREAM CUPID HEARTS COAT HANGER,1,4.15,4.15,16241,UNITED KINGDOM,4,2,0
540363,40016,CHINESE DRAGON PAPER LANTERNS,600,0.25,150.0,12971,UNITED KINGDOM,1,3,1
562843,21179,NO JUNK MAIL METAL SIGN,2,1.63,3.26,SIN_CLIENTE,UNITED KINGDOM,8,1,0
574870,23310,BUBBLEGUM RING ASSORTED,36,0.42,15.12,17811,UNITED KINGDOM,11,0,1
559336,22389,PAPERWEIGHT SAVE THE PLANET,1,2.55,2.55,17315,UNITED KINGDOM,7,3,0
541712,84970S,HANGING HEART ZINC T-LIGHT HOLDER,4,0.85,3.4,17890,UNITED KINGDOM,1,4,0
538379,22966,GINGERBREAD MAN COOKIE CUTTER,1,1.25,1.25,17126,UNITED KINGDOM,12,6,0
537065,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1.65,19.799999999999997,12567,FRANCE,12,6,1
568517,20752,BLUE POLKADOT WASHING UP GLOVES,1,2.1,2.1,14456,UNITED KINGDOM,9,1,0
568160,72807B,SET 3 OCEAN SCENT CANDLE JEWEL BOX,4,4.25,17.0,17498,UNITED KINGDOM,9,6,1
580115,22627,MINT KITCHEN SCALES,1,16.63,16.63,SIN_CLIENTE,UNITED KINGDOM,12,3,1
562420,85152,HAND OVER THE CHOCOLATE SIGN,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,8,3,0
563404,22896,PEG BAG APPLES DESIGN,12,2.55,30.599999999999998,16303,UNITED KINGDOM,8,1,1
566057,84927F,PSYCHEDELIC TILE HOOK,18,0.39,7.0200000000000005,17997,UNITED KINGDOM,9,3,0
577319,21975,PACK OF 60 DINOSAUR CAKE CASES,1,0.55,0.55,17301,UNITED KINGDOM,11,4,0
550921,21213,PACK OF 72 SKULL CAKE CASES,24,0.55,13.200000000000001,14770,UNITED KINGDOM,4,3,1
581172,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,1.25,30.0,16525,UNITED KINGDOM,12,2,1
579777,22966,GINGERBREAD MAN COOKIE CUTTER,3,2.46,7.38,SIN_CLIENTE,UNITED KINGDOM,11,2,0
541422,21209,MULTICOLOUR HONEYCOMB FAN,2,1.63,3.26,SIN_CLIENTE,UNITED KINGDOM,1,0,0
541592,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,10.79,10.79,SIN_CLIENTE,UNITED KINGDOM,1,2,1
573140,23263,SET OF 3 WOODEN HEART DECORATIONS,12,1.25,15.0,15955,UNITED KINGDOM,10,3,1
537666,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,21.23,21.23,SIN_CLIENTE,UNITED KINGDOM,12,1,1
554376,21713,CITRONELLA CANDLE FLOWERPOT,4,2.1,8.4,15719,UNITED KINGDOM,5,1,0
556630,23209,LUNCH BAG DOILEY PATTERN,10,1.65,16.5,13999,UNITED KINGDOM,6,0,1
581433,21285,RETROSPOT CANDLE MEDIUM,12,0.39,4.68,14911,EIRE,12,3,0
542691,22421,LIPSTICK PEN FUSCHIA,36,0.42,15.12,13408,UNITED KINGDOM,1,0,1
581219,21064,BOOM BOX SPEAKER BOYS,10,4.13,41.3,SIN_CLIENTE,UNITED KINGDOM,12,3,1
545667,22227,HANGING HEART MIRROR DECORATION,2,1.25,2.5,SIN_CLIENTE,UNITED KINGDOM,3,4,0
574941,22551,PLASTERS IN TIN SPACEBOY,158,3.95,624.1,SIN_CLIENTE,UNITED KINGDOM,11,0,1
552269,22363,GLASS JAR MARMALADE,1,2.95,2.95,16121,UNITED KINGDOM,5,6,0
577791,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,0.29,6.959999999999999,17100,UNITED KINGDOM,11,0,0
560249,23294,SET OF 6 SNACK LOAF BAKING CASES,5,0.83,4.1499999999999995,17571,UNITED KINGDOM,7,6,0
537685,21688,SILVER PLATE CANDLE BOWL SMALL,6,2.95,17.700000000000003,18077,UNITED KINGDOM,12,2,1
545718,48188,DOORMAT WELCOME PUPPIES,2,7.95,15.9,12614,GERMANY,3,0,1
581439,85178,VICTORIAN SEWING KIT,5,2.46,12.3,SIN_CLIENTE,UNITED KINGDOM,12,3,1
562934,22383,LUNCH BAG SUKI DESIGN,4,4.13,16.52,SIN_CLIENTE,UNITED KINGDOM,8,2,1
573748,23172,REGENCY TEA PLATE PINK,12,1.65,19.799999999999997,14911,EIRE,11,1,1
580723,21700,BIG DOUGHNUT FRIDGE MAGNETS,11,0.85,9.35,15856,UNITED KINGDOM,12,0,0
550499,84946,ANTIQUE SILVER T-LIGHT GLASS,21,2.46,51.66,SIN_CLIENTE,UNITED KINGDOM,4,0,1
571548,23118,PARISIENNE JEWELLERY DRAWER,2,7.5,15.0,15505,UNITED KINGDOM,10,1,1
575856,20679,EDWARDIAN PARASOL RED,1,5.95,5.95,16386,UNITED KINGDOM,11,4,0
567656,21871,SAVE THE PLANET MUG,1,3.29,3.29,14096,UNITED KINGDOM,9,2,0
577317,22834,HAND WARMER BABUSHKA DESIGN,2,2.1,4.2,16426,UNITED KINGDOM,11,4,0
540681,22346,PARTY PIZZA DISH GREEN POLKADOT,4,0.43,1.72,SIN_CLIENTE,UNITED KINGDOM,1,0,0
555720,22568,FELTCRAFT CUSHION OWL,3,3.75,11.25,16611,UNITED KINGDOM,6,0,1
564635,23301,GARDENERS KNEELING PAD KEEP CALM,24,1.65,39.599999999999994,15615,UNITED KINGDOM,8,4,1
569469,85049C,ROMANTIC PINKS RIBBONS,4,1.25,5.0,16360,UNITED KINGDOM,10,1,0
565405,23202,JUMBO BAG VINTAGE LEAF,10,2.08,20.8,14211,UNITED KINGDOM,9,6,1
553037,23158,SET OF 5 LUCKY CAT MAGNETS,36,2.08,74.88,12471,GERMANY,5,4,1
574249,22086,PAPER CHAIN KIT 50 S CHRISTMAS,6,2.95,17.700000000000003,16347,UNITED KINGDOM,11,3,1
547396,21481,FAWN BLUE HOT WATER BOTTLE,1,6.63,6.63,SIN_CLIENTE,UNITED KINGDOM,3,1,0
548358,22136,LOVE HEART SOCK HANGER,12,1.65,19.799999999999997,15832,UNITED KINGDOM,3,2,1
581134,84378,SET OF 3 HEART COOKIE CUTTERS,1,1.45,1.45,16368,UNITED KINGDOM,12,2,0
579777,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,11,2,0
574683,21992,VINTAGE PAISLEY STATIONERY SET,1,1.25,1.25,16372,UNITED KINGDOM,11,6,0
579508,23498,CLASSIC BICYCLE CLIPS,5,3.29,16.45,SIN_CLIENTE,UNITED KINGDOM,11,1,1
536592,21110,LARGE CAKE TOWEL PINK SPOTS,2,13.57,27.14,SIN_CLIENTE,UNITED KINGDOM,12,2,1
545459,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2.95,2.95,17576,UNITED KINGDOM,3,2,0
550527,22037,ROBOT BIRTHDAY CARD,12,0.42,5.04,12476,GERMANY,4,1,0
557231,21155,RED RETROSPOT PEG BAG,5,4.96,24.8,SIN_CLIENTE,UNITED KINGDOM,6,4,1
556509,23245,SET OF 3 REGENCY CAKE TINS,4,4.95,19.8,12708,GERMANY,6,0,1
570672,22508,DOORSTOP RETROSPOT HEART,4,3.75,15.0,12536,FRANCE,10,1,1
537265,21622,VINTAGE UNION JACK CUSHION COVER,1,4.95,4.95,15919,UNITED KINGDOM,12,0,0
570180,22568,FELTCRAFT CUSHION OWL,4,3.75,15.0,17509,UNITED KINGDOM,10,4,1
574826,47566,PARTY BUNTING,1,4.95,4.95,15870,UNITED KINGDOM,11,0,0
564724,20978,36 PENCILS TUBE SKULLS,2,1.25,2.5,15555,UNITED KINGDOM,8,6,0
577474,90057,DIAMANTE RING ASSORTED IN BOX,24,1.25,30.0,12778,NETHERLANDS,11,6,1
560145,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,0.65,7.800000000000001,13381,UNITED KINGDOM,7,4,0
564471,21080,SET 20 RED RETROSPOT PAPER NAPKINS,24,0.85,20.4,12583,FRANCE,8,3,1
581166,23236,STORAGE TIN VINTAGE DOILY,1,2.89,2.89,15525,UNITED KINGDOM,12,2,0
561044,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,8.5,17.0,13831,UNITED KINGDOM,7,6,1
578244,23206,LUNCH BAG APPLE DESIGN,10,1.65,16.5,15727,UNITED KINGDOM,11,2,1
546977,84884a,ANT WHITE WIRE HEART SPIRAL,1,8.29,8.29,SIN_CLIENTE,UNITED KINGDOM,3,4,0
567912,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15555,UNITED KINGDOM,9,3,0
556488,22513,DOORSTOP FOOTBALL DESIGN,1,3.75,3.75,16018,UNITED KINGDOM,6,6,0
577088,23269,SET OF 2 CERAMIC CHRISTMAS TREES,48,1.45,69.6,15267,UNITED KINGDOM,11,3,1
566747,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,1.45,17.4,16928,UNITED KINGDOM,9,2,1
543546,22988,SOLDIERS EGG CUP,4,2.46,9.84,SIN_CLIENTE,UNITED KINGDOM,2,2,0
544214,22624,IVORY KITCHEN SCALES,2,16.63,33.26,SIN_CLIENTE,UNITED KINGDOM,2,3,1
567334,23397,FOOT STOOL HOME SWEET HOME,2,9.95,19.9,14911,EIRE,9,0,1
541695,22628,PICNIC BOXES SET OF 3 RETROSPOT,13,4.13,53.69,SIN_CLIENTE,UNITED KINGDOM,1,3,1
569546,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2.95,2.95,15276,UNITED KINGDOM,10,1,0
561651,22199,FRYING PAN RED RETROSPOT,1,8.29,8.29,SIN_CLIENTE,UNITED KINGDOM,7,3,0
563034,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,17644,UNITED KINGDOM,8,3,1
545568,21209,MULTICOLOUR HONEYCOMB FAN,3,3.29,9.870000000000001,SIN_CLIENTE,UNITED KINGDOM,3,3,0
555477,22699,ROSES REGENCY TEACUP AND SAUCER,6,2.95,17.700000000000003,12359,CYPRUS,6,4,1
581125,22551,PLASTERS IN TIN SPACEBOY,1,1.65,1.65,14087,UNITED KINGDOM,12,2,0
572617,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,0.83,6.64,18272,UNITED KINGDOM,10,1,0
579187,23514,EMBROIDERED RIBBON REEL SALLY,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,11,0,0
561209,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,7,0,0
566307,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,0.39,9.36,14307,UNITED KINGDOM,9,0,0
559988,22434,BALLOON PUMP WITH 10 BALLOONS,1,1.95,1.95,15402,UNITED KINGDOM,7,3,0
576863,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2.89,17.34,12626,GERMANY,11,2,1
544186,85136C,RED SHARK HELICOPTER,1,8.29,8.29,SIN_CLIENTE,UNITED KINGDOM,2,2,0
536592,22117,METAL SIGN HER DINNER IS SERVED,1,5.91,5.91,SIN_CLIENTE,UNITED KINGDOM,12,2,0
579470,23426,METAL SIGN DROP YOUR PANTS,3,2.89,8.67,16549,UNITED KINGDOM,11,1,0
537666,84991,60 TEATIME FAIRY CAKE CASES,1,1.28,1.28,SIN_CLIENTE,UNITED KINGDOM,12,1,0
555543,23109,LED TEA LIGHTS,6,2.89,17.34,13089,UNITED KINGDOM,6,6,1
541219,21993,FLORAL FOLK STATIONERY SET,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,1,4,0
556916,21902,KEY FOB FRONT DOOR,1,0.65,0.65,16898,UNITED KINGDOM,6,2,0
562593,21770,OPEN CLOSED METAL SIGN,1,4.95,4.95,16549,UNITED KINGDOM,8,6,0
575477,22868,NUMBER TILE COTTAGE GARDEN 0,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,11,2,0
562933,22161,HEART DECORATION RUSTIC HANGING,4,0.79,3.16,SIN_CLIENTE,UNITED KINGDOM,8,2,0
536420,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2.55,20.4,16583,UNITED KINGDOM,12,2,1
580727,23035,DRAWER KNOB CERAMIC IVORY,6,3.29,19.740000000000002,14096,UNITED KINGDOM,12,0,1
554162,21498,RED RETROSPOT WRAP,25,0.42,10.5,16722,UNITED KINGDOM,5,0,1
552547,23233,WRAP POPPIES DESIGN,25,0.42,10.5,13098,UNITED KINGDOM,5,1,1
567184,22730,ALARM CLOCK BAKELIKE IVORY,2,3.75,7.5,16033,UNITED KINGDOM,9,6,0
572704,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4,6.63,26.52,SIN_CLIENTE,UNITED KINGDOM,10,1,1
574308,84997A,CHILDRENS CUTLERY POLKADOT GREEN,1,4.15,4.15,16409,UNITED KINGDOM,11,3,0
555340,22295,HEART FILIGREE DOVE LARGE,12,1.65,19.799999999999997,13334,UNITED KINGDOM,6,3,1
576329,21731,RED TOADSTOOL LED NIGHT LIGHT,2,3.29,6.58,SIN_CLIENTE,UNITED KINGDOM,11,0,0
580397,22791,T-LIGHT GLASS FLUTED ANTIQUE,3,1.25,3.75,13558,UNITED KINGDOM,12,6,0
559689,21329,DINOSAURS WRITING SET,1,1.65,1.65,SIN_CLIENTE,UNITED KINGDOM,7,0,0
572550,23170,REGENCY TEA PLATE ROSES,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,10,0,0
537642,21156,RETROSPOT CHILDRENS APRON,1,4.21,4.21,SIN_CLIENTE,UNITED KINGDOM,12,1,0
556205,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,4.95,14.850000000000001,15827,UNITED KINGDOM,6,3,1
571183,23198,PANTRY MAGNETIC SHOPPING LIST,4,1.45,5.8,14796,UNITED KINGDOM,10,4,0
553570,21314,SMALL GLASS HEART TRINKET POT,16,2.1,33.6,13756,UNITED KINGDOM,5,2,1
551944,22697,GREEN REGENCY TEACUP AND SAUCER,1,2.95,2.95,14553,UNITED KINGDOM,5,3,0
575930,22110,BIRD HOUSE HOT WATER BOTTLE,2,5.79,11.58,SIN_CLIENTE,UNITED KINGDOM,11,4,1
563710,85066,CREAM SWEETHEART MINI CHEST,2,12.75,25.5,17742,UNITED KINGDOM,8,3,1
539050,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,1.25,1.25,12577,FRANCE,12,2,0
537179,22729,ALARM CLOCK BAKELIKE ORANGE,12,3.75,45.0,13767,UNITED KINGDOM,12,6,1
552624,22989,SET 2 PANTRY DESIGN TEA TOWELS,4,3.25,13.0,14505,UNITED KINGDOM,5,1,1
557762,22379,RECYCLING BAG RETROSPOT,10,2.1,21.0,15810,UNITED KINGDOM,6,2,1
563555,22086,PAPER CHAIN KIT 50 S CHRISTMAS,2,2.95,5.9,16755,UNITED KINGDOM,8,2,0
568188,22502,PICNIC BASKET WICKER SMALL,1,2.0,2.0,16049,UNITED KINGDOM,9,6,0
577071,23533,WALL ART GARDEN HAVEN,3,5.95,17.85,13969,UNITED KINGDOM,11,3,1
580367,23494,VINTAGE DOILY DELUXE SEWING KIT,2,12.46,24.92,SIN_CLIENTE,UNITED KINGDOM,12,4,1
557801,22726,ALARM CLOCK BAKELIKE GREEN,8,3.75,30.0,13319,UNITED KINGDOM,6,3,1
564843,22748,POPPY S PLAYHOUSE KITCHEN,1,2.1,2.1,15866,UNITED KINGDOM,8,1,0
561125,22570,FELTCRAFT CUSHION RABBIT,4,3.75,15.0,17364,UNITED KINGDOM,7,0,1
552678,21770,OPEN CLOSED METAL SIGN,1,9.96,9.96,SIN_CLIENTE,UNITED KINGDOM,5,1,1
557995,23229,VINTAGE DONKEY TAIL GAME,2,3.75,7.5,17979,UNITED KINGDOM,6,4,0
578347,22348,TEA BAG PLATE RED RETROSPOT,2,1.63,3.26,SIN_CLIENTE,UNITED KINGDOM,11,3,0
543994,21731,RED TOADSTOOL LED NIGHT LIGHT,144,1.45,208.79999999999998,12931,UNITED KINGDOM,2,1,1
543399,22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1,8.29,8.29,SIN_CLIENTE,UNITED KINGDOM,2,1,0
542102,21791,VINTAGE HEADS AND TAILS CARD GAME,12,1.25,15.0,12744,SINGAPORE,1,1,1
577777,23289,DOLLY GIRL CHILDRENS BOWL,1,1.25,1.25,SIN_CLIENTE,UNITED KINGDOM,11,0,0
538071,22913,RED COAT RACK PARIS FASHION,1,11.02,11.02,SIN_CLIENTE,UNITED KINGDOM,12,3,1
571926,21828,EIGHT PIECE SNAKE SET,12,1.25,15.0,16722,UNITED KINGDOM,10,2,1
577748,21121,SET 10 RED POLKADOT PARTY CANDLES,24,1.25,30.0,15159,UNITED KINGDOM,11,0,1
576600,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.95,14.850000000000001,18181,UNITED KINGDOM,11,1,1
580729,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,4,1.24,4.96,SIN_CLIENTE,UNITED KINGDOM,12,0,0
577740,23543,WALL ART KEEP CALM,3,8.25,24.75,17625,UNITED KINGDOM,11,0,1
569136,22867,HAND WARMER BIRD DESIGN,2,2.1,4.2,15834,UNITED KINGDOM,9,4,0
570491,22113,GREY HEART HOT WATER BOTTLE,3,4.25,12.75,14395,UNITED KINGDOM,10,0,1
542806,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2.95,23.6,12836,UNITED KINGDOM,2,1,1
577078,23296,SET OF 6 TEA TIME BAKING CASES,3,3.29,9.870000000000001,SIN_CLIENTE,UNITED KINGDOM,11,3,0
545821,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,3.95,15.8,13001,UNITED KINGDOM,3,0,1
571931,85099F,JUMBO BAG STRAWBERRY,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,10,2,0
540823,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2,1.25,2.5,15569,UNITED KINGDOM,1,1,0
552293,22432,WATERING CAN PINK BUNNY,6,1.95,11.7,16232,UNITED KINGDOM,5,6,1
558416,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2.1,4.2,16059,UNITED KINGDOM,6,2,0
569231,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,0.83,1.66,13379,UNITED KINGDOM,10,6,0
551351,82580,BATHROOM METAL SIGN,24,0.42,10.08,14298,UNITED KINGDOM,4,3,1
543833,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2.55,20.4,12476,GERMANY,2,0,1
554694,22558,CLOTHES PEGS RETROSPOT PACK 24,3,3.29,9.870000000000001,SIN_CLIENTE,UNITED KINGDOM,5,2,0
547830,84251G,GREETING CARD OVERCROWDED POOL,1,0.83,0.83,SIN_CLIENTE,UNITED KINGDOM,3,4,0
543273,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,1.65,9.899999999999999,16456,UNITED KINGDOM,2,6,0
561894,23031,DRAWER KNOB CRACKLE GLAZE PINK,1,1.65,1.65,14456,UNITED KINGDOM,7,6,0
544434,22834,HAND WARMER BABUSHKA DESIGN,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,2,4,0
540026,47591B,SCOTTIES CHILDRENS APRON,5,1.66,8.299999999999999,SIN_CLIENTE,UNITED KINGDOM,1,1,0
580872,20717,STRAWBERRY SHOPPER BAG,1,1.25,1.25,18283,UNITED KINGDOM,12,1,0
579094,21535,RED RETROSPOT SMALL MILK JUG,6,2.55,15.299999999999999,12668,GERMANY,11,0,1
550351,21874,GIN AND TONIC MUG,12,1.25,15.0,15491,UNITED KINGDOM,4,0,1
565223,23170,REGENCY TEA PLATE ROSES,12,1.65,19.799999999999997,15410,UNITED KINGDOM,9,3,1
571705,22142,CHRISTMAS CRAFT WHITE FAIRY,12,1.45,17.4,12360,AUSTRIA,10,1,1
541422,37342,POLKADOT COFFEE CUP SAUCER PINK,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,1,0,0
572721,22593,CHRISTMAS GINGHAM STAR,12,0.85,10.2,16201,UNITED KINGDOM,10,1,1
570799,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2.95,17.700000000000003,16203,UNITED KINGDOM,10,2,1
551012,21556,CERAMIC STRAWBERRY MONEY BOX,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,4,1,0
556491,23301,GARDENERS KNEELING PAD KEEP CALM,1,1.65,1.65,16794,UNITED KINGDOM,6,6,0
553681,23299,FOOD COVER WITH BEADS SET 2,6,3.75,22.5,15410,UNITED KINGDOM,5,2,1
544470,21528,DAIRY MAID TRADITIONAL TEAPOT,6,6.95,41.7,12707,FRANCE,2,0,1
580692,16161P,WRAP ENGLISH ROSE,25,0.42,10.5,13173,UNITED KINGDOM,12,0,1
539436,21821,GLITTER STAR GARLAND WITH BELLS,1,7.62,7.62,SIN_CLIENTE,UNITED KINGDOM,12,4,0
569403,22867,HAND WARMER BIRD DESIGN,12,2.1,25.200000000000003,13319,UNITED KINGDOM,10,1,1
560225,21743,STAR PORTABLE TABLE LIGHT,2,5.79,11.58,SIN_CLIENTE,UNITED KINGDOM,7,4,1
569469,21975,PACK OF 60 DINOSAUR CAKE CASES,3,0.55,1.6500000000000001,16360,UNITED KINGDOM,10,1,0
543171,84970s,HANGING HEART ZINC T-LIGHT HOLDER,2,2.08,4.16,SIN_CLIENTE,UNITED KINGDOM,2,4,0
552532,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,1.95,15.6,15615,UNITED KINGDOM,5,1,1
581256,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,8.29,182.38,SIN_CLIENTE,UNITED KINGDOM,12,3,1
572870,23480,MINI LIGHTS WOODLAND MUSHROOMS,24,3.75,90.0,13408,UNITED KINGDOM,10,2,1
571242,23312,VINTAGE CHRISTMAS GIFT SACK,100,3.75,375.0,17809,UNITED KINGDOM,10,4,1
554098,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,3.25,3.25,14769,UNITED KINGDOM,5,6,0
543915,21116,OWL DOORSTOP,3,4.95,14.850000000000001,13717,UNITED KINGDOM,2,0,1
541219,22216,T-LIGHT HOLDER WHITE LACE,4,0.79,3.16,SIN_CLIENTE,UNITED KINGDOM,1,4,0
567868,22082,RIBBON REEL STRIPES DESIGN,10,1.65,16.5,17603,UNITED KINGDOM,9,3,1
561519,22084,PAPER CHAIN KIT EMPIRE,1,2.95,2.95,17870,UNITED KINGDOM,7,2,0
541789,22469,HEART OF WICKER SMALL,48,1.45,69.6,14088,UNITED KINGDOM,1,4,1
541996,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,1.25,15.0,18075,UNITED KINGDOM,1,1,1
551150,15056N,EDWARDIAN PARASOL NATURAL,6,5.95,35.7,18144,UNITED KINGDOM,4,1,1
542519,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.55,30.599999999999998,15159,UNITED KINGDOM,1,4,1
581410,23545,WRAP RED VINTAGE DOILY,75,0.42,31.5,13098,UNITED KINGDOM,12,3,1
557217,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2.08,20.8,17426,UNITED KINGDOM,6,4,1
553863,84212,ASSORTED FLOWER COLOUR LEIS,6,0.65,3.9000000000000004,13418,UNITED KINGDOM,5,3,0
554843,17096,ASSORTED LAQUERED INCENSE HOLDERS,48,0.21,10.08,13911,UNITED KINGDOM,5,3,1
566788,21507,ELEPHANT BIRTHDAY CARD,24,0.42,10.08,14306,UNITED KINGDOM,9,3,1
576071,47566,PARTY BUNTING,1,4.95,4.95,18069,UNITED KINGDOM,11,6,0
579457,85099B,JUMBO BAG RED RETROSPOT,30,2.08,62.400000000000006,14824,UNITED KINGDOM,11,1,1
573695,23557,LANDMARK FRAME BAKER STREET,2,12.5,25.0,15023,UNITED KINGDOM,10,0,1
568780,22333,RETROSPOT PARTY BAG STICKER SET,8,1.65,13.2,18235,UNITED KINGDOM,9,3,1
559337,23286,BLUE VINTAGE SPOT BEAKER,5,1.63,8.149999999999999,SIN_CLIENTE,UNITED KINGDOM,7,3,0
576607,22572,ROCKING HORSE GREEN CHRISTMAS,12,0.85,10.2,12474,GERMANY,11,1,1
548178,21213,PACK OF 72 SKULL CAKE CASES,24,0.55,13.200000000000001,14367,UNITED KINGDOM,3,1,1
551006,22055,MINI CAKE STAND HANGING STRAWBERY,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,4,1,0
550541,37501,TEA TIME TEA SET IN GIFT BOX,5,5.79,28.95,SIN_CLIENTE,UNITED KINGDOM,4,1,1
572921,23310,BUBBLEGUM RING ASSORTED,36,0.42,15.12,15993,UNITED KINGDOM,10,2,1
580115,22310,IVORY KNITTED MUG COSY,2,3.29,6.58,SIN_CLIENTE,UNITED KINGDOM,12,3,0
548505,21169,YOU RE CONFUSING ME METAL SIGN,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,3,3,0
542806,21985,PACK OF 12 HEARTS DESIGN TISSUES,36,0.29,10.44,12836,UNITED KINGDOM,2,1,1
542401,22561,WOODEN SCHOOL COLOURING SET,11,1.65,18.15,14541,UNITED KINGDOM,1,3,1
554283,23202,JUMBO BAG VINTAGE LEAF,10,2.08,20.8,17686,UNITED KINGDOM,5,0,1
554376,22358,KINGS CHOICE TEA CADDY,1,2.95,2.95,15719,UNITED KINGDOM,5,1,0
550208,22381,TOY TIDY PINK POLKADOT,1,4.96,4.96,SIN_CLIENTE,UNITED KINGDOM,4,4,0
559331,23106,ZINC HEARTS PLANT POT HOLDER,12,2.89,34.68,16156,UNITED KINGDOM,7,3,1
576353,23504,PLAYING CARDS JUBILEE UNION JACK,6,1.25,7.5,15050,UNITED KINGDOM,11,0,0
568059,22644,CERAMIC CHERRY CAKE MONEY BANK,2,1.45,2.9,13097,UNITED KINGDOM,9,4,0
538312,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2.95,5.9,16727,UNITED KINGDOM,12,4,0
536846,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,1.45,1.45,14573,UNITED KINGDOM,12,3,0
566060,22064,PINK DOUGHNUT TRINKET POT,1,3.29,3.29,SIN_CLIENTE,UNITED KINGDOM,9,3,0
541809,22654,DELUXE SEWING KIT,11,12.46,137.06,SIN_CLIENTE,UNITED KINGDOM,1,4,1
579777,85177,BASKET OF FLOWERS SEWING KIT,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,11,2,0
559144,23285,PINK VINTAGE SPOT BEAKER,8,0.85,6.8,12921,UNITED KINGDOM,7,2,0
558877,22781,GUMBALL MAGAZINE RACK,1,7.65,7.65,17841,UNITED KINGDOM,7,0,0
561021,23284,DOORMAT KEEP CALM AND COME IN,10,6.75,67.5,15465,UNITED KINGDOM,7,6,1
560385,47594B,SCOTTIES DESIGN WASHBAG,1,1.95,1.95,14583,UNITED KINGDOM,7,0,0
552878,21121,SET 10 RED POLKADOT PARTY CANDLES,48,1.25,60.0,12625,GERMANY,5,3,1
570680,23286,BLUE VINTAGE SPOT BEAKER,4,0.85,3.4,13969,UNITED KINGDOM,10,1,0
553462,21122,SET 10 PINK POLKADOT PARTY CANDLES,24,1.25,30.0,17147,UNITED KINGDOM,5,1,1
